title,stars,text
Pantai Annora ꦥꦤ꧀ꦠꦻꦄꦤꦺꦴꦫ,5,tempatnya bener2 masih asripantai yg tenangbirudtg 2x kesini pun msh ga bosenpgn dtg lagikmrn pas ke annora waktu nyari sunrise
Pantai Annora ꦥꦤ꧀ꦠꦻꦄꦤꦺꦴꦫ,5,pantai anora merupakan salah satu destinasi yang wajib kita kunjungi ketika berwisata ke karimunjawa keindahan degradasi warna lautnya sangat bagus ketika kita berada di atas tebingnya
Pantai Annora ꦥꦤ꧀ꦠꦻꦄꦤꦺꦴꦫ,5,pantai yg harus didatangi di pulau karimunnya
Pantai Annora ꦥꦤ꧀ꦠꦻꦄꦤꦺꦴꦫ,5,tempatnya bagus dan nyaman
Pantai Annora ꦥꦤ꧀ꦠꦻꦄꦤꦺꦴꦫ,5,pantai yang indah dan bersih terawat
Pantai Annora ꦥꦤ꧀ꦠꦻꦄꦤꦺꦴꦫ,5,amazing places wow
Pantai Annora ꦥꦤ꧀ꦠꦻꦄꦤꦺꦴꦫ,4,bagus bagus buat photography mantap
Pantai Annora ꦥꦤ꧀ꦠꦻꦄꦤꦺꦴꦫ,5,annora beach is pretty gorgeous it has white and grey sand but mostly grey the locals sell foods and drinks such as grilled fish fried banana mendoan bakwan and kelapa muda coconut there are two bathrooms not really clean but usable you can rent a motorcycle from the locals to ride around annora beach it has swings to play or take a photo sadly the beach is not as clean as bobby beach there are trashes laying aroundbut overall its a good beach for vacation and resting not for sunbathing would recommend it to others
Pantai Annora ꦥꦤ꧀ꦠꦻꦄꦤꦺꦴꦫ,5,terletak di dusun cikmas pulau karimunjawa kepulauan karimunjawa pantai yang memiliki banyak ayunan ini cukup unik dan cukup lengkap pasalnya pantai ini juga mempunyai gosong dan bukit indah dengan view luaspantai annora terletak diujung utara pulau karimunjawa yang berbatas dengan pulau kemujan disekitarpantai annora juga terdapat pantai yamin dan pantai kemlokopantai annora memiliki luas yang lumayan besar karena memiliki 2 pantai yang dipisahkan oleh bukit yang menyimpan view indah pantai annora dari atas dan pantai ini sepertinya belum menjadi milik perseorangan grup semoga tidak di jual karena masih sangat alami dan potensi pantai ini cukup besar untuk menjadi idola baru di karimunjawauntuk menuju ke pantai annora dari lapanganalunalun karimunjawa cukup berkendara menuju ke pulau kemujan sebelum sampai pulau kemujan nanti akan ada palang denah lokasi dusun cikmas di denah tersebut terdapat rute menuju pantai yamin dan pantai kemloko disitu tidak dituliskan pantai annora
Pantai Annora ꦥꦤ꧀ꦠꦻꦄꦤꦺꦴꦫ,4,salah satu pantai di sisi timur dari pulau karimunjawa jarak dari alun2 karimunjawa sekitar 30 menit menggunakan sepeda motor pemandangannya bagus pasirnya putih sayangnya waktu ke sini tidak ada warung yang buka
Pantai Annora ꦥꦤ꧀ꦠꦻꦄꦤꦺꦴꦫ,5,tidak terlalu jauh dari pusat karimun anda bisa datang ke pantai ini dengan menggunakan motor atau mobil tempatnya masih asri anda bisa melihat pantai sekitar dengan menaiki bukit fasilitas pantai juga ada ayunan dll serta bisa menikmati pantai dengan minum kelapa yang di jual sekitaran warung pantai annora
Pantai Batu Topeng,3,cukup bagus dan asik better kalau orang disana lebih ramah dan jaga attitude
Pantai Batu Topeng,5,pantainya putih dan sangat cocok untuk wisatawan yg suka pantai
Pantai Batu Topeng,5,sunset point
Pantai Batu Topeng,5,baru dibuka 1 bulan yg lalu bersih dan banyak warung keren abis
Pantai Batu Topeng,5,buat nyantai2 enak bgt lahklo kesini wajib bawa google buat snorkling ke tengah dikit ada spot terumbu kecilsambil nunggu sunset bisa ciblon2 dulu
Pantai Batu Topeng,5,udah ada beach club disini jadi bisa nyantai di bean bag dengerin musik sambil nyantai htm 25rborg
Pantai Batu Topeng,5,sunset bagus pelayanan ramah
Pantai Batu Topeng,5,trs belle plage
Pantai Batu Topeng,5,
Pantai Batu Topeng,5,pantai yang bagus untuk melihat sunset
Pantai Batu Topeng,5,pantainya bagus akses jalannya lebih kecil dari pantai bobby dan lebih banyak rumah penduduk sekitar untuk ke pantainya harus turun tangga agak lumayan curam tangganya pantainya bagus banget dan lebih sepi jadi berasa pantai private gitu untuk yang mau ke gubuk di antara batu karang harus hatihati karena batu karangnya licin karena lumut dan tajamtajam
Pantai Batu Topeng,5,gooddd
Pantai Batu Topeng,5,menyenangkan tempatnyakeep it nice and clean ok
Pantai Batu Topeng,5,pantai nya bersih ada dj pakpong yg istimewa bakalan pengen ke sana pagi maseeehh
Pantai Batu Topeng,5,perjalanannya perlu hati karena harus menuju bukit dulu untuk parkir kemudian baru turun ke pantai
Pantai Batu Topeng,5,as usual scrolling around without maps hell yeah what a sunny monday morning i knew the name of this place by following the woods signs batu topeng beach main road forget to take pictures heavenly mother ocean love everything it was really great day the sun was shining so bright all areas were clean the sky was blue the ocean perfectly turquoise must be one of the strongest reasons to comeback quiet beach to date my book fantastic
Pantai Annora ꦥꦤ꧀ꦠꦻꦄꦤꦺꦴꦫ,5,oke
Pantai Annora ꦥꦤ꧀ꦠꦻꦄꦤꦺꦴꦫ,4,tempat yg bagus dan banyak spot foto
Pantai Annora ꦥꦤ꧀ꦠꦻꦄꦤꦺꦴꦫ,5,bersih nyaman
Pantai Annora ꦥꦤ꧀ꦠꦻꦄꦤꦺꦴꦫ,5,
Pantai Annora ꦥꦤ꧀ꦠꦻꦄꦤꦺꦴꦫ,4,akses jln perlu di perhatikantoilet tdk memadaipemandangan cukup bagussaat sy posting ini warung yg buka satu perlu bw bekal efek convid
Pantai Annora ꦥꦤ꧀ꦠꦻꦄꦤꦺꦴꦫ,5,tempat yg sangat rekomendasi bila sedang di karimunjawa
Pantai Annora ꦥꦤ꧀ꦠꦻꦄꦤꦺꦴꦫ,5,pantai indah dan berkarismatik
Pantai Annora ꦥꦤ꧀ꦠꦻꦄꦤꦺꦴꦫ,5,kangen
Pantai Annora ꦥꦤ꧀ꦠꦻꦄꦤꦺꦴꦫ,4,ulu watunya karimun jawa
Pantai Annora ꦥꦤ꧀ꦠꦻꦄꦤꦺꦴꦫ,3,pemandangan lumayan tp masih kotor kurang terurus bs ditingkatkan
Pantai Annora ꦥꦤ꧀ꦠꦻꦄꦤꦺꦴꦫ,5,pantainya lumayan bersih pemandangan istimewa karimun the best
Pantai Annora ꦥꦤ꧀ꦠꦻꦄꦤꦺꦴꦫ,5,bukitnya keren banget berasa di raja ampat
Pantai Annora ꦥꦤ꧀ꦠꦻꦄꦤꦺꦴꦫ,2,stil eilandje niet veel te doen
Pantai Batu Topeng,5,bagus banget tempanya
Pantai Batu Topeng,5,cari nemo kuyyy
Pantai Batu Topeng,5,mantap
Pantai Batu Topeng,5,salah satu spot terbaik untuk menikmati sunset di karimunjawa akses pakai sepeda motor ke sini cukup mudah
Pantai Batu Topeng,4,quiet morning beautiful white sand
Pantai Batu Topeng,5,white sand warm water clean
Pantai Batu Topeng,5,surga tersembunyi
Pantai Batu Topeng,5,great clean beach and sea for the swimmingakso you can bring a little food to feed 2 kittiesthey are thin
Pantai Batu Topeng,5,keindahan alam tersembunyi
Pantai Batu Topeng,4,fantastis
Pantai Batu Topeng,4,suasana masih alamibersih dari sampah plastic
Pantai Barakuda,4,cote hotel plage courte mais sympa avec des pontons sympas
Pantai Barakuda,2,banyak sampah
Pantai Barakuda,4,magnifique mais pas trs adapt la baignade attention aux mduses les jours de vent vous pouvez y accder par lhtel dsert ou par la plage des 2 cts
Pantai Barakuda,4,25 for the beach itself there isnt really a beach full of trash the water though is beautifulhowever if you keep walking through arys place and eco resort and around toward the bigger resort theres a long pier that can be used to get amazing views and to go in the clear turquoise water swam all the way to the old fish shack not much to see under the water but again the water itself is amazing looks like the maldives almost 55
Pantai Barakuda,3,perlu dikelola dengan baik cocok buat lihat sunrise
Pantai Barakuda,1,strand existiert nicht mehr entweder ist er nach der einschrnkenden corona politik nicht mehr gepflegt worden oder die bilder und bewertungen beziehen sich auf einen strandabschnitt der jetzt privat ist und zum hotel daneben gehrt der schne strand befindet sich bei den hotels eco casa und arys lagoon ob diese strnde ffentlich sind ist nicht bekannt
Pantai Barakuda,4,lokasinya lumayan jauh dr pelabuhan saat kesini pas sepi sih lokasi wisata mgkin bsa dimaksimalkan lg kebersihan dan fasilitas nyaviewnya cantik dg hiasan pohon kelapa yg berjejer
Pantai Barakuda,5,pemandangannya bagus
Pantai Barakuda,5,clean beautiful view
Pantai Barakuda,4,pantainya indah bersih ombak tidak terlalu besar
Pantai Barakuda,5,indah banget
Pantai Barakuda,4,wow
Pantai Barakuda,5,pantai ini masi baru dan masi perawan pantai ini bersebelahan dengan pantai dgn nama yg unik pantai pokemon di pantai ini akan segera hadir resort bintang 4 yaitu hotel dseason yg posisi nya tepat di bibir pantai barakuda pantai yg sangat asri dengan banyak pohon kelapa
Pantai Kanjen,5,pantai yg indah namun terpencil airnya tenang view nya ok
Pantai Kanjen,4,this place tries to do a good jobfor the turtle training them to be released in nature againand a place for hatching without predators eating the eggsonly way to reach this is by boat 250k for the 2 of uson the turtle sanctuary you can release baby turtles for 10k eachnot sure about everyone wanting to pickup te turtles for a photo shootseems the animals experience stress by that
Pantai Kanjen,4,sepi asri
Pantai Kanjen,1,mana ada wisatawan diusir selain di sini
Pantai Kanjen,1,eine katastrophe die schildkrten sind auf einem 10 m der flche eingesperrt um von touristen angeschaur zu werden keine korallen gar nichts sie schwimmen umher und wissen nicht mit sich anzufangen es ist wie in einem schlechten zoo
Pantai Kanjen,1,im writing this review with a painful heart do not visit this place if you care about the turtles we visited hoping that this is a turtle sanctuary since its somehow advertised as being associated with the national park so we thought perhaps this is a real onewe got charged 150k per person for the boat to get there as soon as we got there we saw big turtles enclosed in a net in the ocean in terrible condition obviously sick covered with slimy green growth these were years old turtles obviously old enough to be released even if turtle well being was actually the goal of this place the guide said theyre kept there to show there are two colours of the turtles which well made it clear upfront what this place isthe turtles on the beach are kept in plastic boxes hundreds of tiny ones in one box kept there until tourists pay to release one there were dead ones floating in between the alive ones plenty of older turtles kept in these boxes their whole lives for nothing apart from a show for tourists the guideswere lifting them out spinning them in the air showing to the tourists with the turtles being obviously terrified money for releasing a turtle is paid to the boat driving person who obviously has nothing to do with conservationwe left with painful hearts spoke to our hosts on karimunjawa and they confirmed its not a sanctuary its a business eggs are stolen from beaches sold to this place then theyre kept in captivity until tourists pay for the experience of releasing one this place has nothing to do with a sanctuary it is yet another place in indonesia where nature animals are cruelly used for the financial gains of locals simply shameful
Pantai Kanjen,1,ich war nicht hier habe ehrlich gesagt nichts positives ber diesen ort gehrt eher im gegenteil und dass es nicht um tierschutz sondern eher um tourismus und geld geht und wenn man gegen bezahlung schildkrten freilassen kann ich denke das sagt ja wohl alles
Pantai Kanjen,1,sconsigliamo a tutti coloro che amano gli animali questa esperienza siamo andati in questo posto credendo fosse una specie di centro per accrescimento tartarughe e recupero di quelle malate o infortunate gestito da personale professionale e attento che ci spiegasse anche qualcosa visto che abbiamo pagato il biglietto in realt ci siamo trovati in una trovata per fare soldi a costo zero con nessuno che parla inglese solo idioma stretto ci mostrano 6 vasche con poca acqua puzzolente piena di escrementi con le tartarughe da piccole a qualche stadio di accrescimento in pi gli animali piccoli erano centinaia per vasca con poco cibo tanto che si attaccavano a vicenda e tante morte lasciate l a galleggiare in mezzo alle altre quelle pi grandi erano poche con i gusci pieni di melma verde dopo pochi minuti ci hanno chiesto se volevamo pagare un extra per prendere una piccola tartarughina e buttarla nelloceano e fare foto e video squallido
Pantai Kanjen,1,au dpart nous sommes contents dapprendre que les ufs de tortue sont rcuprs pour permettre leur closion mais en voyant que les touristes peuvent toucher les bbs voire payer pour les mettre dans leau nous sommes scandaliss il ne sagit pas de les sauver mais de se faire de largent sans se soucier du bientre ou de la survie de ces animaux cest une honte nous comprendrions mieux quil y ait un droit dentre si cela permettait vraiment de sauvegarder les tortues mais pas ce cirque hypocrite ne participez pas cette mascarade
Pantai Kanjen,4,penetasan semi alami penyu di tn karimunjawa
Pantai Batu Lawang,5,nyaman pasirnya putih bersih ombaknya tenang tidak harus nginap kita boleh menikmati keindahan pantainya secara gratis tersedia menu makanan dan minuman yang sangat terjangkau
Pantai Batu Lawang,5,dimas friend meh rono otw bar bodo gowo opor karo kupat oke boloo
Pantai Batu Lawang,5,sea is good
Pantai Batu Lawang,4,can only access by motorbike or walk
Pantai Batu Lawang,5,pulau cantik di tengah laut
Pantai Batu Lawang,5,pantai yg bagus sebenernya di sebelahnya kampung bugismasuk aja gratis masuk kok dan lokasinya ga jauh dari lokasi pantai yg inid sana ada penginapan resto dan cafe
Pantai Batu Lawang,3,the place can only be accessed by motorbike or on foot its a small beach with a short shoreline though this might be due to the high tide during my visit many mangrove trees surround the beach and it is connected to laendra sunset beach so you can take a short stroll along the shore to reach it
Pantai Batu Lawang,5,good beach to spend on sunset but sometimes in the high season is very crowded
Pantai Batu Putih,5,bayarnya berapa ya untuk masuk ke pantainya
Pantai Batu Putih,5,serasa seperti di pulau pribadi pagi dengan sunrise nya malam hanya terdengar deburan ombak menyenangkan sekali terima kasih pak masduki atas keramahannya
Pantai Batu Putih,5,jalan masuk ke pantai batu putih gampang ada tangga di sebelah kanan jalan haus uweli
Pantai Batu Putih,5,sangat indah dan nyaman
Pantai Batu Putih,5,nice viewkesana pas sepi serasa pantai pribadi
Pantai Batu Putih,5,tempatnya bagus sekali
Pantai Batu Putih,4,hmmm
Pantai Batu Putih,3,still under renovation in july 2023 hope this place could be better in the futurecome here for sunrise as this beach is facing east
Pantai Batu Putih,5,tempat nongkrong yang asik
Pantai Batu Putih,5,pokoknya joss pantai ini masyaallah luar biasa
Pantai Batu Putih,4,skrg terumbu banyak yang rusak terlalu banyak tambak udang
Pantai Batu Putih,3,sepii
Pantai Batu Putih,2,wild abandoned and a lot of garbage may 2022
Pantai Batu Putih,5,ini adalah salah satu surga di karimunjawa
Pantai Kanjen,1,garder des bbs tortues entasses dans des sceaux pour que le touriste paye pour les relcher et vous nous faites croire que grce vous elles sont protges laisser ces pauvres mres tortues leurs liberts et protger plutt les bbs lors de lclosion a cest thique l cest nimporte quoi les bbs tortues perdent leur instinct et ne gagnent pas en force musculaire dans leur sceau ridicule voir mme saffaiblissent tout a pour le tourisme cest une honte vous naviez aucun respect pour les animaux
Pantai Kanjen,5,pantai ini saat ini merupakan penetasan semi alami untuk baby penyu disini bisa dilakukan edukasi terkait penyu dan pelepasan baby penyutukik berminat segera kunjungi psa catatan lepas tukik hanya bisa dilakukan apabila ada ketersediaan stok bayi tukik
Pantai Kanjen,5,sumpah ini tempatnya bagus banget tapi untuk ke lokasi harus pake perahu untuk lebih enaknya ikut open trip agar lebih mudah disitu tempat penangkaran penyu dan pantainya cukup bagus dengan view yang menarik bapaknya yang jaga juga ramah pokoknya wajib juga di kunjungi kalo ke karimun jawa
Pantai Kanjen,5,bagusss cuyyy pemandangan nya ga nyesel gw ke tempat ini
Pantai Kanjen,5,tempat penalaran penyu dan untuk tempat makan setelah snorkeling
Pantai Kanjen,5,tempat makan siang ketika istirahat tour laut di karimunjawamenu makan siangnya ikan bakarsambil menunggu ikan matang kita bisa main2 dulu di sekitaran situ
Pantai Kanjen,5,locals who take care of turtle eggs and recently hatched babies im not too sure about the whole paying for releasing the baby turtles but i dont wanna judge since i dont know enough about that i had a great time visiting the place
Pantai Kanjen,4,kanjen beach is located near boby beach this place can reach by boat only you can rent a boat from boby beach for 100kboat this beach is used for sea turtle conservation visitors can release sea turtle hatchling here there is no entrance ticket but you must pay 10khead for releasing hatchling there are toilet and canteen in this beach some activities can be done here like grilling fish enjoying the white sand or snorkeling around the jetty
Pantai Kanjen,5,salah satu spot pemberhentian waktu ikut open trip laut karimun jawa taman nasional penangkaran penyu tempat untuk melepaskan anak penyu ke laut bayar 10rbekor tidak ada yang jualan makanan minuman bisa beli di pantai bobby utk ke pantai ini belum ada jalan darat harus naik perahu pp 100rb isi 34org dari pantai bobby yang menjadi ikon adalah tulisan taman nasional karimun jawa
Pantai Kanjen,5,bagus banget pantainya nyesel banget kalo gak diving di karimunjawa
Pantai Kanjen,5,semua pulau di karimun jawa bagus bagushanya di harapkan fasilitas mck di perbaharui sayang pemandangan bagusikan yg masya alloh cantik dan bagustetapi fasilitas mck kurang memadaisemangat karimun jawakembangkan pariwisatamu lebih ciamik kembali aamiin aamiin ya alloh
Pantai Kanjen,5,bagus terdapat penangkaran penyu juga
Pantai Kanjen,4,taman nasional penangkaran penyu bisa melepaskan anak penyu ke laut bayar 10rbekor tiket masuk 10rb tidak ada yang jualan makanan minuman bisa beli di pantai bobby utk ke pantai ini blm ada jalan darat harus naik perahu pp 100rb isi 34org videonya bisa cek youtube erni puspiko
Pantai Batu Lawang,5,kepulauan terbaik yg dkt dg pulau jawa msih alami pantai dg air yg jernihpasir putih bersih mudah2n penduduk lokal dpt menjaga kebersihan dari segala sampah plastikterumbu karanglimbah dll tetap menjaga adat suku jawa yg sopan dan ramah
Pantai Batu Lawang,4,pantai dengan view yg oke ciamik pasti berkesan kalo kesini
Pantai Batu Lawang,4,more like a 455 we went there at high tide so the beach is quite narrow but theres no one there the water was very calm clear clean there s some trash not on the beach itself but in the bushes but not too badthis could be really nice if someone took care of it properly
Pantai Batu Lawang,5,pemandanganya jossss
Pantai Batu Lawang,5,from ocean look
Pantai Batu Lawang,1,eau claire mais plein de dchets et a pue clairement on sest pas baign
Pantai Batu Lawang,4,plage trs sympa avec des spots snorkeling tout proches accs payant petits warung sur place
Pantai Batu Lawang,5,very quiet almost no one good spot to chill
Pantai Batu Lawang,5,plage tip top bien nettoye et trs bien amnage limpression dtre seuls au monde
Pantai Batu Lawang,5,awalnya kagak kepikiran dan belum pernah denger nama karimun karena selama ini karimun yg saya tau itu nama suatu daerah di sumatera utara ternyata ada surga ocean crystal begini di jawa masyarakat setempat bener bener raman ramah bgt 3 hari 2 malam disini bener bener singkat bgt wishing can back to this heaven very soon
Pantai Batu Lawang,4,netter endpunkt bei einer runde mit dem moped durch karimunjawa es gibt allerdings nicht sehr viel vor ort auer meer und fischerboote
Pantai Batu Putih,5,beautiful and quiet white sandy beach its so quiet i managed to take a little nap here
Pantai Batu Putih,5,klo dri jepara nyebrang naik perahu pake motor bisa ga ya trus kena brp satu motor 2 orang infonya dong ka
Pantai Batu Putih,4,tempat ini kalau dikelola dengan baik akan sangat menarik saat saya ke sini belum ada fasilitas dan warung
Pantai Batu Putih,4,pantai masih alami
Pantai Batu Putih,5,tempat buat santai dan asik buat camping
Pantai Batu Putih,5,tempatnya bagus indah tenang masih asri recomended
Pantai Batu Putih,5,
Pantai Batu Putih,3,pantainya syahdu bgtbersih berasa milik sendiri tp syng nyamuknya byk bgt
Pantai Batu Putih,5,bagus banget sih sumpah gak kerasa disitu udah ber jam jam akses menuju pantai batu putih juga sangat mudah dijangkau dgn mobil dan motor gratis pula
Pantai Batu Putih,5,pantai ini masih asli belum banyak di kelola siipp walaupun ke lokasi pantai harus jalan kaki menuruni bukit
Pantai Batu Putih,5,bagus tapi belum dikelola dengan baik masih virgin
Pantai Batu Putih,5,disini saya langsung disuguhi pemandangan yang begitu menyejukkan mata air laut yang bening bersih kehijauhijauan sangat cocok banget untuk berenang ombak yang tenang ini menjadikan kesejukan yang tiada taranya akses untuk kepantai batu putih ini hanya jalan setapak dan sedikit menuruni bukit kecil meskipun berjalan kaki tapi ini menjadi suasana yang lebih bagi saya karna jarangjarang berjalan kaki di alam bebas yang begitu indah pasir pantai yang bersih dan putih menjadikan pantai ini tidak mudah saya lupakan
Pantai Batu Putih,5,pantainya bagus cuma sayang blm dikelola dgn baik
Pantai Batu Lawang,5,indahnya sunset
Pantai Batu Lawang,5,pantai bagus sekali apalagi lohat sunset disanaairnya beningada home stay dan warung
Pantai Batu Lawang,3,jangan siangsiang kalau kesini ga cocok kalau sore sepertinya dapat sunset perjalanan kesini cukup jauh dari alunalun karimunjawa saya pikir pantainya oke ternyata biasabiasa saja
Pantai Batu Lawang,4,lebih cocok disebut dermaga daripada pantai
Pantai Batu Lawang,5,karen
Pantai Batu Lawang,5,sangat indah indonesia ku
Pantai Batu Lawang,4,pantai ini sebagai dermaga nelayan sbnrnya jd memang tdk ada pasir pantainya untuk bermain juni 2022 bs sj karena garis pantainya semakin maju jd pasir ya tdk begitu terlihatsebenarnya sy mau ke laendra tp karena salah ambil jalan harusnya kanan malah lurus akhirnya saya bertemu dgn tmpt ini
Pantai Batu Lawang,5,alami tenang
Pantai Batu Lawang,5,tempat snorkeling dan diving banyak terumbu karang yang bewarna warni ada ikan nemo nya tempat nya bagus dan cocok untuk tempat refrensi liburan anda sekeluarga
Pantai Batu Lawang,4,pernah mencoba budidaya udang faname disini dg sistem karamba trnyata waktu panen malah ikan sumedar
Pantai Batu Lawang,5,panorama sunset dan sunset nya bagus air nya jernih pasir pantai nya putih
Pantai Batu Lawang,5,ratarata pantai di karimunjawa bagusbagus untuk pantai di gugusan pulau di karimunjawa juga sama bagus bagus
Pantai Batu Lawang,5,dermaga di batu lawang tergolong sebagai dermaga yang cukup besar dan bagus sehingga kapal besar pun bisa merapat ke dermaga ini warna biru selalu berada di sekeliling kita dimanamana biru subhanallah waktu itu kita sudah terlalu lapar jadi kita makan roti tawar yang kita bawa sebagai pengganjal perutbinokuler juga bisa berfungsi untuk melihat pulau diseberang sana langsung aja dengan perbesaran lensa yang agak lumayan namun terbatas juga pandangan penglihatan dengan menggunakan alat tersebut kita amati pulaupulau tersebut pulaupulau yang terlihat kecilkecil pasti di tempat itu menyimpan beribu keindahan indah nian tempat ini subhanallah
Pantai Batu Lawang,5,pantai batu lawang
Pantai Batu Lawang,4,pantai batu lawang memiliki akses yang cukup baik khusus untuk motor pantai di lokasi ini cukup tenang tidak ada biaya restribusi ketika masuk
Pantai Batu Lawang,5,alami nan asri
Pantai Kanjen,5,cocok bakar ikan
Pantai Kanjen,4,menarik selalu ngangenin
Pantai Kanjen,5,pantai kanjen ini mempunyai pasir putih lembut dan air nya hangat dan ada konservasi penyu
Pantai Kanjen,4,salah satu tujuan wisata bahari di karimunjawa di sini ada konservasi penyu cocok memang pasir pantai nya lembut dan air nya hangat
Pantai Kanjen,5,wonderful natural view
Pantai Kanjen,5,pantai kanjen
Pantai Kanjen,5,pantainya bersih dan jernih dengan tambahan penangkaran penyuakses perlu naik boat dan tidak banyak orang tau bagaimana menuju lokasi initanyalah pada penduduk sekitar pantai legon lele atau pantai bobi cara menuju ketempat iniserasa pantai milik sendiri
Pantai Kanjen,5,petugasnya ramah tempatnya bersih bakal banyak belajar di tempat ini
Pantai Kanjen,5,must visit this place its has sea turtle conservation site you can realease baby turtle to the wild here i recommend to visit at sunset time the ligth combined with the beach and forest just magnificent
Pantai Kanjen,5,pokoknya keren
Pantai Batu Lawang,5,pantai masih sangat alami jarang ada turis datang recomended untuk orang yg ingin menikmati pantai dengan tenang
Pantai Batu Lawang,5,keren2 pantai di karimun
Pantai Batu Lawang,5,pingin banget kesiniiii
Pantai Batu Lawang,5,perfek
Pantai Batu Lawang,4,jolie plagepetit bar pour se rafraichir ou prendre un snack
Pantai Batu Lawang,5,pelabuhan nelayan yang harus nyebur kalo naik perahu
Pantai Batu Lawang,3,compare to the other area in karimun jawa i can only give 3 start for this beach
Pantai Batu Lawang,5,pantenya bersih dn lautnya jernih serta pemandangan yg sangat sangat natural
Pantai Batu Lawang,5,
Pantai Batu Lawang,3,tempat yg msh alami msh ada tradisi dan adat
Pantai Batu Lawang,4,sunset nya indah sekalo
Pantai Batu Lawang,3,quite a small beach and nothing much to sea
Pantai Batu Lawang,5,so beautifull
Pantai Batu Lawang,4,terdapat penginapan khas suku bugis disini rumah panggung begitu tapi jalan menuju pantai ini masih jalan setapak
Pantai Kanjen,5,vi visit this kanjen beach for releasing baby turtles we took a small boat off from lele beach and the journey took about 10 15 minutes the view was great the water is crystal blue clean area and not so many visitors a quite place where you can just relaxing and enjoy the view of the beautiful sea and land
Pantai Kanjen,5,tujuan wisata
Pantai Kanjen,5,kawasan ini adalah zona inti taman nasional karimunjawa yang dijadikan sebagai obyek wisata terbatas di lokasi ini terdapat perlindungan untuk telurtelur penyu di ruangan khusus untuk menghindari predator dan jika beruntung wisatawan dapat melepasliarkan tukik ke laut bersama penjagapantai ini menjadi salah satu pilihan untuk penyu mendarat karena pasir yang halus dan hangat serta minim predator karena daya dukung lingkungan yang rendah akibat sistem das yang sangat sempit bagi wisatawan pasir halus ini dapat dibuat istana pasir d
Pantai Batu Putih,5,taking nap under the trees is super relaxing
Pantai Batu Putih,4,bisa buat menyepi
Pantai Batu Putih,4,pasir putihnya menakjubkan
Pantai Batu Putih,4,pasir putihpantai nya tidak cukup luaspemandangannya bagusjangan kesini pas musim angin timur mulai bulan juni sampai september karena gelombang akan tinggiair pasang di siang hari
Pantai Batu Putih,5,di karimun jawa yang no 1 ya ini
Pantai Batu Putih,5,quiet place for relaxing beach
Pantai Batu Putih,2,dont waste gasolinetime going here
Pantai Batu Putih,5,tempt sejak kecil untuk melepas lelah menihat sunrise mancing dan berenang
Pantai Batu Putih,5,the turnoff to the beach is small so be on the lookouttake anti mosquito cream as you will be attacked by them when you stopit is a short walk down to the beach you will pay 5 000 idr for parkingthe beach has beautiful white sand and there are many places to snorkelthere are many places for you to take photos so dont forget your camera
Pantai Batu Putih,5,lovely
Pantai Batu Putih,5,pantai ini sgt cocok buat snorkling santai dan barmain air laut dgn pasir putih yg sgt bgs dgn pemandangan yg sgt romantis
Pantai Batu Putih,5,pantai yang masih sepi bebas memandang laut biru bisa untuk berenang
Pantai Batu Lawang,5,pantai ini adalah dermaga kecil perahu nelayan suku bugis dari bibir pantai anda coba mendayung ke arah lautan kemudian sekitar 50 meter setelah melewati karang gosong ada spot snorkeling yang menarik meskipun sebelum itu sampai anda akan ketemu dengan kawasan terumbu karang yang rusak karena kawasan ini masuk ke dalam zona rehabilitasi dengan menyewa perahu jukung dari nelayan kita bisa menemukan spot snorkeling yg menarik
Pantai Batu Lawang,1,kalo menurut saya tempat ini kurang worth it
Pantai Batu Lawang,5,love this place
Pantai Batu Lawang,5,cocok untuk sunburn
Pantai Batu Lawang,2,petunjuk jalan kok ndak jelas ya kalau mau kesini dipahami dulu rutenya soalnya penunjuk jalan nya minim warga
Pantai Batu Lawang,5,sebuah pantai yang indah dikelilingi tebing batuan yang terangkat karena proses geologis gradasi antara hutan mangrove pandan dan hutan hujan tropis dan padang ilalang yang sangat indah jalur pantainya jika akan menyusuri masih sangat sulit akan tetapi sangatlah indah
Pantai Batu Lawang,4,cenderung sepi dan bukan spot untuk snorkling
Pantai Batu Lawang,4,eksotik
Pantai Alano,5,pantai ini tenang suka kesini kalau pengen nga ngapangapain
Pantai Alano,5,masuk ke pantai hanya bayar 5000 anak kecil gratis pantainya nyaman buat tiduran enjoy the day
Pantai Alano,5,saya datang pagi set 6 karena berharap bs dpt sunrise dan benar indah sekali
Pantai Alano,5,pantai yang belum begitu ramai pengunjung waktu saya kesana hanya sedikit pengunjung lebih enak dan private tempatnya memang agak jauh dari pusat kota dan jalanan tidak begitu mulus tapi pas sampai di pantainya wow sekali super sekali pemandangannya bersih pasirnya putih
Pantai Alano,4,prachtig zand strand met een hoop schommels ze hebben wel bedjes maar die zijn van hout na 10 min liggen doet je hele lijf pijnop de meeste stranden hebben ze geen ligbedjes kunnen ze hier niet erg jammer
Pantai Alano,5,pantai alano adalah pantai pertama yang aku kunjungi disaat dateng parkir motor di atas lalu jalan kaki ke bawah sepanjang jalan mau ke pantai aja udah amazing masyaallah indah banget pantainya lumayan sepi aku dateng hari jumat
Pantai Alano,5,pantai nya bersih dan kalo pagi masih agak sepi jadi kayak private beach kita gak perlu sewa tempat duduk masuknya bayar 5000 kayak nya lupa
Pantai Alano,5,bellissima spiaggia tranquilla un paradisoa disposizione sdraio di legno e ombra delle piante
